"","numero","data_autuacao","data_baixa","tem_rito_art_12","em_tramitacao","resultado"
"809",1131,2024-03-04,2024-04-09,"Não","Não","Sem mérito"
"810",1132,2024-03-04,NA,"Não","Sim","Sem julgamento"
"811",1133,2024-03-05,2024-10-17,"Não","Não","Sem mérito"
"812",1134,2024-03-13,2025-03-05,"Não","Não","Sem mérito"
"813",1135,2024-03-18,2024-08-30,"Não","Não","Sem mérito"
"814",1136,2024-03-26,2024-09-04,"Não","Não","Procedente"
"815",1137,2024-03-26,NA,"Não","Sim","Sem julgamento"
"816",1138,2024-04-01,NA,"Não","Sim","Sem julgamento"
"817",1139,2024-04-04,2024-05-28,"Não","Não","Sem mérito"
"818",1140,2024-04-05,2025-02-25,"Sim","Não","Sem mérito"
"819",1141,2024-04-10,NA,"Não","Sim","Sem julgamento"
"820",1142,2024-04-12,2024-05-13,"Não","Não","Sem mérito"
"821",1143,2024-04-16,NA,"Não","Sim","Sem julgamento"
"822",1144,2024-04-19,NA,"Não","Sim","Sem julgamento"
"823",1145,2024-04-22,2025-02-05,"Não","Não","Procedente"
"824",1146,2024-04-25,2024-06-18,"Não","Não","Sem mérito"
"825",1147,2024-04-29,NA,"Sim","Sim","Sem julgamento"
"826",1148,2024-05-06,NA,"Não","Sim","Sem julgamento"
"827",1149,2024-05-14,NA,"Não","Sim","Sem julgamento"
"828",1150,2024-05-14,2024-05-14,"Não","Sim","Sem julgamento"
"829",1151,2024-05-14,2025-02-04,"Sim","Não","Procedente"
"830",1152,2024-05-14,2025-03-14,"Não","Não","Procedente"
"831",1153,2024-05-14,2024-05-14,"Não","Sim","Sem julgamento"
"832",1154,2024-05-14,NA,"Não","Sim","Sem julgamento"
"833",1155,2024-05-14,NA,"Não","Sim","Sem julgamento"
"834",1156,2024-05-14,2025-02-26,"Não","Não","Sem mérito"
"835",1157,2024-05-14,NA,"Não","Sim","Sem julgamento"
"836",1158,2024-05-14,2025-05-19,"Não","Não","Procedente em parte"
"837",1159,2024-05-14,NA,"Não","Sim","Sem julgamento"
"838",1160,2024-05-14,2025-02-04,"Sim","Não","Procedente"
"839",1161,2024-05-14,2025-02-04,"Não","Não","Procedente"
"840",1162,2024-05-14,2025-05-19,"Não","Não","Procedente em parte"
"841",1163,2024-05-14,NA,"Não","Sim","Sem julgamento"
"842",1164,2024-05-14,2025-05-19,"Não","Não","Procedente"
"843",1165,2024-05-14,2025-02-21,"Não","Não","Procedente"
"844",1166,2024-05-14,2024-11-28,"Sim","Não","Procedente"
"845",1167,2024-05-22,NA,"Não","Sim","Sem julgamento"
"846",1168,2024-05-28,NA,"Não","Sim","Sem julgamento"
"847",1169,2024-05-29,NA,"Não","Sim","Sem julgamento"
"848",1170,2024-05-29,NA,"Sim","Sim","Sem julgamento"
"849",1171,2024-05-29,NA,"Sim","Sim","Sem julgamento"
"850",1172,2024-05-29,NA,"Não","Sim","Sem julgamento"
"851",1173,2024-05-29,NA,"Sim","Sim","Sem julgamento"
"852",1174,2024-06-04,NA,"Não","Sim","Sem julgamento"
"853",1175,2024-06-04,NA,"Sim","Sim","Sem julgamento"
"854",1176,2024-06-07,NA,"Não","Sim","Sem julgamento"
"855",1177,2024-06-11,2024-08-20,"Não","Não","Sem mérito"
"856",1178,2024-06-12,NA,"Sim","Sim","Sem julgamento"
"857",1179,2024-06-27,NA,"Não","Sim","Sem julgamento"
"858",1180,2024-07-15,NA,"Não","Sim","Sem julgamento"
"859",1181,2024-07-16,NA,"Não","Sim","Sem julgamento"
"860",1182,2024-07-17,NA,"Não","Sim","Sem julgamento"
"861",1183,2024-07-30,NA,"Não","Sim","Sem julgamento"
"862",1184,2024-08-09,NA,"Não","Sim","Sem julgamento"
"863",1185,2024-08-12,NA,"Sim","Sim","Sem julgamento"
"864",1186,2024-08-22,NA,"Não","Sim","Sem julgamento"
"865",1187,2024-08-31,NA,"Não","Sim","Sem julgamento"
"866",1188,2024-09-02,NA,"Não","Sim","Sem julgamento"
"867",1189,2024-09-03,NA,"Não","Sim","Sem julgamento"
"868",1190,2024-09-03,2024-11-21,"Não","Não","Prejudicado"
"869",1191,2024-09-09,NA,"Não","Sim","Sem julgamento"
"870",1192,2024-10-07,NA,"Não","Sim","Sem julgamento"
"871",1193,2024-11-06,NA,"Não","Sim","Sem julgamento"
"872",1194,2024-11-08,NA,"Não","Sim","Sem julgamento"
"873",1195,2024-11-08,2025-02-21,"Não","Não","Sem mérito"
"874",1196,2024-11-18,NA,"Não","Sim","Sem julgamento"
"875",1197,2024-11-21,NA,"Não","Sim","Sem julgamento"
"876",1198,2024-12-03,2025-03-27,"Não","Não","Sem mérito"
"877",1199,2024-12-03,NA,"Não","Sim","Sem julgamento"
"878",1200,2024-12-10,NA,"Não","Sim","Sem julgamento"
"879",1201,2024-12-18,NA,"Não","Sim","Sem julgamento"
"880",1202,2024-12-23,2025-02-25,"Não","Não","Improcedente"
"881",1203,2024-12-30,2025-02-25,"Não","Não","Sem mérito"
