"","classe","numero","data_autuacao","data_baixa","tem_rito_art_12","evento","tempo"
"853","ADPF","1169",2024-05-29,2025-06-06,"Não",0,373
"854","ADPF","1170",2024-05-29,2025-06-06,"Sim",0,373
"855","ADPF","1171",2024-05-29,2025-06-06,"Sim",0,373
"856","ADPF","1172",2024-05-29,2025-06-06,"Não",0,373
"857","ADPF","1173",2024-05-29,2025-06-06,"Sim",0,373
"858","ADPF","1174",2024-06-04,2025-06-06,"Não",0,367
"859","ADPF","1175",2024-06-04,2025-06-06,"Sim",0,367
"860","ADPF","1176",2024-06-07,2025-06-06,"Não",0,364
"861","ADPF","1177",2024-06-11,2024-08-20,"Não",1,70
"862","ADPF","1178",2024-06-12,2025-06-06,"Sim",0,359
"863","ADPF","1179",2024-06-27,2025-06-06,"Não",0,344
"864","ADPF","1180",2024-07-15,2025-06-06,"Não",0,326
"865","ADPF","1181",2024-07-16,2025-06-06,"Não",0,325
"866","ADPF","1182",2024-07-17,2025-06-06,"Não",0,324
"867","ADPF","1183",2024-07-30,2025-06-06,"Não",0,311
"868","ADPF","1184",2024-08-09,2025-06-06,"Não",0,301
"869","ADPF","1185",2024-08-12,2025-06-06,"Sim",0,298
"870","ADPF","1186",2024-08-22,2025-06-06,"Não",0,288
"871","ADPF","1187",2024-08-31,2025-06-06,"Não",0,279
"872","ADPF","1188",2024-09-02,2025-06-06,"Não",0,277
"873","ADPF","1189",2024-09-03,2025-06-06,"Não",0,276
"874","ADPF","1190",2024-09-03,2024-11-21,"Não",1,79
"875","ADPF","1191",2024-09-09,2025-06-06,"Não",0,270
"876","ADPF","1192",2024-10-07,2025-06-06,"Não",0,242
"877","ADPF","1193",2024-11-06,2025-06-06,"Não",0,212
"878","ADPF","1194",2024-11-08,2025-06-06,"Não",0,210
"879","ADPF","1195",2024-11-08,2025-02-21,"Não",1,105
"880","ADPF","1196",2024-11-18,2025-06-06,"Não",0,200
"881","ADPF","1197",2024-11-21,2025-06-06,"Não",0,197
"882","ADPF","1198",2024-12-03,2025-03-27,"Não",1,114
"883","ADPF","1199",2024-12-03,2025-06-06,"Não",0,185
"884","ADPF","1200",2024-12-10,2025-06-06,"Não",0,178
"885","ADPF","1201",2024-12-18,2025-06-06,"Não",0,170
"886","ADPF","1202",2024-12-23,2025-02-25,"Não",1,64
"887","ADPF","1203",2024-12-30,2025-02-25,"Não",1,57
