"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"3";"***";"";""
"**";"classe";"1";"**";"";""
"  38";" 165";"23.03";"  -37.92";"mero";" 7.364163e-10"
"  25";" 127";"19.69";"  -37.88";"reger";" 7.540419e-10"
"  24";" 124";"19.35";"  -37.88";"grifo";" 7.528627e-10"
"  84";" 290";"28.97";"  -37.87";"stf";" 7.571459e-10"
"   1";"  47";" 2.13";"  -37.82";"solucionar";" 7.762774e-10"
"  78";" 274";"28.47";"  -37.76";"formular";" 7.994416e-10"
"   7";"  69";"10.14";"  -37.44";"superior_tribunal_de_justica";" 9.409629e-10"
"  76";" 268";"28.36";"  -37.36";"partido";" 9.827911e-10"
"  13";"  89";"14.61";"  -37.31";"procuradoria_geral_da_republica";" 1.007335e-09"
"  27";" 132";"20.45";"  -37.18";"assinar";" 1.078135e-09"
"   8";"  72";"11.11";"  -37.05";"jurisdicao_constitucional";" 1.152873e-09"
"  30";" 140";"21.43";"  -36.59";"caracterizar";" 1.456542e-09"
"  26";" 127";"20.47";"  -35.71";"instauracao";" 2.291113e-09"
"  13";"  87";"14.94";"  -35.71";"aptar";" 2.289001e-09"
"   0";"  40";" 0.00";"  -35.31";"obscuridade";" 2.816168e-09"
"   0";"  40";" 0.00";"  -35.31";"descabimento";" 2.816168e-09"
" 171";" 505";"33.86";"  -35.26";"constituicao_federal";" 2.880276e-09"
"   9";"  73";"12.33";"  -35.05";"recepcao";" 3.219886e-09"
"  72";" 253";"28.46";"  -34.85";"liminar";" 3.563299e-09"
"   4";"  55";" 7.27";"  -34.67";"identico";" 3.903661e-09"
"  15";"  92";"16.30";"  -34.62";"camara_municipal";" 4.013781e-09"
"  12";"  82";"14.63";"  -34.30";"indeferir";" 4.721513e-09"
"   2";"  47";" 4.26";"  -34.30";"joaquim";" 4.715724e-09"
" 236";" 660";"35.76";"  -33.96";"termo";" 5.631272e-09"
"  11";"  78";"14.10";"  -33.71";"inadequacao";" 6.412910e-09"
"  52";" 197";"26.40";"  -33.44";"preceito";" 7.334311e-09"
"   2";"  46";" 4.35";"  -33.43";"preenchimento";" 7.405146e-09"
"   2";"  46";" 4.35";"  -33.43";"inexistente";" 7.405146e-09"
" 175";" 510";"34.31";"  -33.18";"controlo";" 8.398906e-09"
"  30";" 135";"22.22";"  -33.10";"discutir";" 8.746767e-09"
"  68";" 239";"28.45";"  -32.91";"relatorio";" 9.643745e-09"
"  59";" 215";"27.44";"  -32.90";"cargo";" 9.713005e-09"
"   0";"  37";" 0.00";"  -32.65";"reconducao";" 1.102143e-08"
"   0";"  37";" 0.00";"  -32.65";"habeas";" 1.102143e-08"
"  14";"  86";"16.28";"  -32.40";"condicionar";" 1.255159e-08"
"   4";"  52";" 7.69";"  -32.08";"pacificar";" 1.478453e-08"
"   8";"  66";"12.12";"  -32.05";"vice";" 1.500611e-08"
"   8";"  66";"12.12";"  -32.05";"recorrer";" 1.500611e-08"
"   3";"  48";" 6.25";"  -31.83";"contradicao";" 1.684025e-08"
"   3";"  48";" 6.25";"  -31.83";"pb";" 1.684025e-08"
"   0";"  36";" 0.00";"  -31.77";"invocacao";" 1.737751e-08"
"   9";"  69";"13.04";"  -31.76";"obstar";" 1.746127e-08"
" 111";" 347";"31.99";"  -31.39";"exame";" 2.111896e-08"
"  24";" 115";"20.87";"  -31.34";"doutrina";" 2.164472e-08"
"   4";"  51";" 7.84";"  -31.22";"acordar";" 2.303617e-08"
"   0";"  35";" 0.00";"  -30.88";"injuncao";" 2.740694e-08"
"   2";"  43";" 4.65";"  -30.79";"roberto";" 2.868797e-08"
"  15";"  87";"17.24";"  -30.75";"infraconstitucional";" 2.942366e-08"
"   5";"  54";" 9.26";"  -30.70";"assembleia_legislativa";" 3.004955e-08"
"  66";" 229";"28.82";"  -30.26";"suprema_corte";" 3.781083e-08"
"   3";"  46";" 6.52";"  -30.09";"redator";" 4.122684e-08"
"   0";"  34";" 0.00";"  -30.00";"sepulveda";" 4.323801e-08"
"   2";"  42";" 4.76";"  -29.92";"adc";" 4.506417e-08"
"   7";"  60";"11.67";"  -29.89";"viavel";" 4.561498e-08"
"   7";"  60";"11.67";"  -29.89";"positivo";" 4.561498e-08"
"   1";"  38";" 2.63";"  -29.87";"luis";" 4.613820e-08"
"   1";"  38";" 2.63";"  -29.87";"firme";" 4.613820e-08"
"   8";"  63";"12.70";"  -29.58";"extinto";" 5.365946e-08"
"  24";" 112";"21.43";"  -29.22";"constatar";" 6.473175e-08"
"  10";"  69";"14.49";"  -29.09";"sc";" 6.905942e-08"
"  12";"  75";"16.00";"  -28.75";"amicus_curiae";" 8.225338e-08"
"  24";" 111";"21.62";"  -28.51";"restar";" 9.298633e-08"
"  40";" 156";"25.64";"  -28.40";"diploma";" 9.883857e-08"
"  21";" 102";"20.59";"  -28.38";"resultar";" 9.975977e-08"
"  10";"  68";"14.71";"  -28.29";"pressupor";" 1.044055e-07"
"   0";"  32";" 0.00";"  -28.23";"inepto";" 1.077231e-07"
"   2";"  40";" 5.00";"  -28.17";"mesa";" 1.112297e-07"
"   0";"  31";" 0.00";"  -27.35";"gracie";" 1.701247e-07"
"   0";"  31";" 0.00";"  -27.35";"ellen";" 1.701247e-07"
"   0";"  31";" 0.00";"  -27.35";"rediscutir";" 1.701247e-07"
"  11";"  70";"15.71";"  -27.33";"ilegitimidade";" 1.718925e-07"
"  26";" 115";"22.61";"  -27.28";"atos_normativos";" 1.759898e-07"
" 419";"1070";"39.16";"  -27.20";"caso";" 1.834496e-07"
"  15";"  82";"18.29";"  -26.95";"vinculante";" 2.093054e-07"
"   4";"  46";" 8.70";"  -26.93";"vencer";" 2.107913e-07"
"  49";" 178";"27.53";"  -26.92";"anterior";" 2.115411e-07"
"  10";"  66";"15.15";"  -26.70";"obice";" 2.378832e-07"
"   3";"  42";" 7.14";"  -26.63";"rejeitar";" 2.468474e-07"
"  83";" 266";"31.20";"  -26.53";"entender";" 2.599093e-07"
"  25";" 111";"22.52";"  -26.51";"habeas_corpus";" 2.619181e-07"
"   0";"  30";" 0.00";"  -26.46";"normatividade";" 2.687812e-07"
"   0";"  30";" 0.00";"  -26.46";"exaurido";" 2.687812e-07"
"   0";"  30";" 0.00";"  -26.46";"desbordar";" 2.687812e-07"
" 233";" 632";"36.87";"  -26.27";"situacao";" 2.974610e-07"
"  14";"  78";"17.95";"  -26.25";"substancial";" 3.006649e-07"
"  17";"  87";"19.54";"  -26.15";"cassacao";" 3.157106e-07"
"  66";" 221";"29.86";"  -25.90";"verificar";" 3.597510e-07"
"   7";"  55";"12.73";"  -25.77";"inadmissibilidade";" 3.854716e-07"
"  11";"  68";"16.18";"  -25.76";"ajuizar";" 3.869198e-07"
"   5";"  48";"10.42";"  -25.63";"pet";" 4.144661e-07"
"   5";"  48";"10.42";"  -25.63";"oposto";" 4.144661e-07"
"   0";"  29";" 0.00";"  -25.58";"ro";" 4.248313e-07"
"   1";"  33";" 3.03";"  -25.47";"arquivar";" 4.499908e-07"
"   6";"  51";"11.76";"  -25.25";"difuso";" 5.027559e-07"
"  10";"  64";"15.62";"  -25.12";"opinar";" 5.395807e-07"
"  11";"  67";"16.42";"  -24.98";"deter";" 5.794177e-07"
"   3";"  40";" 7.50";"  -24.90";"reproducao";" 6.036623e-07"
"   8";"  57";"14.04";"  -24.70";"presidencia";" 6.710751e-07"
"   0";"  28";" 0.00";"  -24.69";"lide";" 6.717908e-07"
"  62";" 208";"29.81";"  -24.52";"manifestar";" 7.368925e-07"
"  25";" 108";"23.15";"  -24.48";"discussao";" 7.513481e-07"
"   7";"  53";"13.21";"  -24.13";"prosseguimento";" 9.001165e-07"
"  20";"  93";"21.51";"  -24.08";"consagrar";" 9.233903e-07"
"  18";"  87";"20.69";"  -23.99";"invocar";" 9.666351e-07"
"   0";"  27";" 0.00";"  -23.81";"triplice";" 1.062838e-06"
"   0";"  27";" 0.00";"  -23.81";"doutrinar";" 1.062838e-06"
"  56";" 191";"29.32";"  -23.80";"proposta";" 1.071369e-06"
"   4";"  42";" 9.52";"  -23.53";"arguido";" 1.232165e-06"
"  28";" 115";"24.35";"  -23.50";"extincao";" 1.248333e-06"
"  35";" 134";"26.12";"  -23.27";"advogado_geral_da_uniao";" 1.410316e-06"
"   5";"  45";"11.11";"  -23.11";"partido_socialismo_e_liberdade";" 1.528816e-06"
"   5";"  45";"11.11";"  -23.11";"significado";" 1.528816e-06"
"   2";"  34";" 5.88";"  -22.93";"fungibilidade";" 1.677056e-06"
"   0";"  26";" 0.00";"  -22.93";"moreira";" 1.682415e-06"
"   0";"  26";" 0.00";"  -22.93";"rediscussao";" 1.682415e-06"
"  10";"  61";"16.39";"  -22.77";"mg";" 1.826199e-06"
