"";"classe 1";"classe 2"
"dizimar";1;0,059
"divisar";0,121;1
"dissertação";1;0,059
"disparar";1;0,059
"disfunção";1;0,071
"discrição";1;0,23
"diplomado";1;0,23
"detegere";1;0,23
"desprestígio";1;0,059
"deslegalização";1;0,059
"desimportante";1;0,059
"delta";1;0,085
"delinquente";1;0,071
"delação";1;0,059
"deformação";1;0,071
"decisivamente";1;0,059
"danificar";1;0,059
"dallagnol";1;0,345
"cérebro";1;0,059
"cédula";1;0,071
"custódio";0;1
"credenciamento";1;0,23
"cop";1;0,071
"convolação";0;1
"contêiner";1;0,059
"contradizer";1;0,059
"consuetudinário";1;0,059
"constituicao";0,002;1
"considerando";1;0,059
"consectariamente";1;0,23
"congregação";1;0,102
"configuradoras";1;0,608
"conclamar";1;0,23
"concessivos";1;0,608
"concertar";0,861;1
"comparative";1;0,15
"college";1;0,345
"coligir";1;0,23
"colacionadas";1;0,059
"cognoscível";0,861;1
"cogitação";0,003;1
"coatora";1;0,711
"cnpcp";1;0,182
"cláudia";0,666;1
"circunstancialmente";0,389;1
"circunscrito";1;0,059
"cional";0,287;1
"cinema";1;0,23
"chocar";1;0,059
"cearense";0;1
"caçador";1;0,071
"cavalete";1;0,059
"cauteloso";1;0,23
"catástrofe";1;0,059
"cardinali";1;0,059
"brindar";0,003;1
"bpm";1;0,182
"bope";1;0,059
"bncc";1;0,059
"biodiesel";1;0,059
"binenbojm";1;0,059
"beatriz";0,362;1
"barbárie";1;0,071
"bar";1;0,071
"banhar";1;0,059
"balança";1;0,071
"baker";1;0,071
"avocatório";0;1
"aviação";1;0,102
"aury";1;0,102
"auf";1;0,15
"atribuível";1;0,059
"atração";1;0,23
"assimétrico";1;0,059
"ascon";0;1
"arquiteto";1;0,23
"armação";0,002;1
"armando";0,92;1
"armada";1;0,059
"arestos";0;1
"arendt";1;0,23
"apropriar";1;0,059
"anulatório";1;0,085
"angular";1;0,059
"angariar";1;0,059
"anencéfalo";0;1
"amostragem";1;0,23
"amenizar";1;0,059
"amar";1;0,059
"alvedrio";1;0,608
"alvaro";1;0,223
"alessandra";1;0,345
"aldir";0;1
"airr";0,025;1
"aflitivo";1;0,059
"afetivo";1;0,059
"afazer";1;0,059
"adiantado";0,389;1
"adepto";1;0,059
"abrasce";0;1
"abater";1;0,059
"abastecer";1;0,23
"zoológico";1;0,071
"without";1;0,223
"wendell";1;0,276
"watch";1;0,182
"voluntarismo";1;0,071
"voluntariedade";1;0,071
"viário";1;0,071
"vitimologia";1;0,085
"visualização";1;0,071
"vingança";1;0,071
"vigoroso";1;0,276
"vigiar";1;0,071
"vicissitude";1;0,071
"viabilizador";1;0,071
"vetorial";1;0,085
"vergonha";1;0,071
"vergastar";0,287;1
"vapor";1;0,071
"valente";1;0,345
"universitaires";1;0,085
"universalizar";1;0,071
"unificação";1;0,071
"ufpa";1;0,345
"uex";1;0,071
"tênue";1;0,071
"turquia";1;0,071
"transparecer";0,729;1
"transacionar";1;0,071
"tombar";1;0,071
"titularizadas";1;0,071
"terminológico";1;0,401
"suécia";1;0,332
"supervia";1;0,071
"superposição";1;0,332
"superlativo";1;0,071
"sufragar";0;1
"sucumbencial";1;0,711
"subteto";0,287;1
"subsidiado";1;0,071
"subsequentemente";1;0,276
"subida";1;0,276
"subgrupo";1;0,711
"spu";1;0,102
"sociologia";1;0,085
"situacao";1;0,345
"sintomático";1;0,711
"sinergia";1;0,071
"sinbracom";1;0,276
"sih";1;0,085
"sigla";1;0,071
"sf";1;0,102
"sentinela";1;0,071
"seminal";1;0,276
"sbdi";1;0,711
"sarampo";1;0,085
"sabedoria";1;0,071
"sabedor";1;0,071
"rélio";0;1
"rodapé";1;0,071
"rjet";1;0,071
"revertê";0;1
"revelação";1;0,071
"retroagir";1;0,071
"ressuscitar";0,287;1
"respe";0,012;1
"research";1;0,223
"report";1;0,182
"repente";1;0,085
"render";0,729;1
"religious";1;0,182
"refazer";1;0,071
"redutor";1;0,276
"reducao";1;0,102
"recorrentemente";1;0,071
"reconstruir";1;0,711
"reajustamento";1;0,085
"reagir";1;0,071
"rancho";1;0,276
"quartel";1;0,071
"quadrilha";1;0,102
"punível";1;0,085
"pudor";1;0,071
"psl";0;1
"protagonista";1;0,071
"proporcionado";1;0,276
"prolongar";1;0,085
"pressionar";1;0,071
"presses";1;0,085
"predial";1;0,071
"preconceituoso";1;0,071
"preamar";1;0,071
"plêiade";1;0,071
"plácido";1;0,071
"planalto";1;0,123
"petrolífero";1;0,071
"pesqueiro";1;0,15
"pedagogia";1;0,085
"pcr";1;0,15
"pastagem";1;0,102
"particularizar";1;0,276
"parafrasear";1;0,276
"papa";1;0,085
"pandemic";1;0,182
"paleontológico";1;0,276
"ouvidoria";1;0,085
"others";1;0,182
"osasco";0,666;1
"ortografia";1;0,071
"nário";0;1
"ntos";1;0,102
"mágico";1;0,332
"mundialmente";1;0,071
"multicitada";0,592;1
"monofásico";1;0,071
"modernidade";1;0,071
"mira";1;0,332
"melhoramento";1;0,071
"materia";1;0,223
"matemática";1;0,071
"massacre";1;0,085
"mann";1;0,071
"maltratar";1;0,071
"maduro";0,041;1
"mac";1;0,345
"léxico";1;0,071
"longamente";0,075;1
"long";1;0,15
"london";1;0,102
"limonad";1;0,071
"limitativo";1;0,123
"licitatórios";1;0,071
"libertad";1;0,123
"lessa";1;0,276
"lente";1;0,071
"leniência";1;0,071
"lava";1;0,071
"latente";0,287;1
"lança";1;0,071
"lando";1;0,071
"kimel";1;0,071
"justrabalhista";1;0,711
"judicium";1;0,071
"jeito";1;0,071
"izabella";1;0,345
"itr";1;0,085
"itinerante";1;0,276
"irrisório";1;0,071
"intersetoriais";1;0,276
"interlocutor";1;0,276
"intelecção";0,287;1
"int";1;0,223
"insubsistente";0,001;1
"inspecionar";1;0,071
"inseparável";1;0,071
"insatisfação";0,729;1
"inominado";0,075;1
"inofensivo";1;0,071
"infringência";1;0,071
"indução";1;0,071
"induvidoso";1;0,071
"indultado";1;0,071
"inconsequente";1;0,071
"incoerência";1;0,071
"inações";1;0,071
"imprestável";1;0,071
"imperar";1;0,071
"impactará";1;0,071
"imbricar";1;0,332
"imaginário";1;0,071
"ilegimitidade";0;1
"iddd";0,012;1
"icm";1;0,071
"ica";1;0,588
"ibram";0;1
"house";1;0,276
"honrado";1;0,085
"homofóbica";1;0,085
"higienização";1;0,071
"hecia";0;1
"haddad";1;0,276
"grito";1;0,276
"gm";1;0,085
"glosar";1;0,071
"globalização";1;0,071
"giuffrè";1;0,345
"gerência";1;0,071
"gerente";0,287;1
"gen";1;0,071
"gdf";1;0,276
"gasoso";1;0,071
"gary";1;0,102
"garantismo";1;0,071
"frisado";1;0,276
"fricção";1;0,071
"frete";1;0,071
"françois";1;0,223
"folga";1;0,071
"fnsp";1;0,071
"florestamento";1;0,071
"fiss";1;0,085
"fisionomia";1;0,071
"finalístico";1;0,276
"filme";1;0,085
"fertilizante";1;0,102
"feitura";1;0,071
"faturamento";1;0,071
"facere";1;0,071
"exportar";1;0,071
"exercicio";1;0,711
"excepcionou";1;0,071
"etnocídio";1;0,071
"estruturalmente";1;0,071
"estrato";1;0,071
"estratagema";1;0,071
"espécime";1;0,276
"esforçar";1;0,071
"esculpido";1;0,276
"escravizar";1;0,071
"escape";1;0,071
"ernesto";1;0,071
"equação";1;0,071
"equador";1;0,085
"entrante";1;0,071
"engessamento";1;0,071
"enforcement";1;0,15
"encetar";1;0,085
"encarar";1;0,071
"emolumento";0,729;1
"ementário";0,001;1
"eletronicamente";1;0,071
"eleitoreiro";1;0,711
"elastecer";1;0,276
"edv";0;1
"during";1;0,182
"drogaria";0,729;1
"domesticar";1;0,071
"distributivo";1;0,071
"distorcido";1;0,071
"dissolução";1;0,071
"diocese";0,92;1
"dilatar";1;0,071
"despachar";1;0,071
"desinfecção";1;0,071
"desigualar";1;0,071
"desespero";1;0,071
"desequiparação";1;0,071
"desenganadamente";1;0,071
"descontrolado";1;0,102
"descontar";1;0,085
"desborda";1;0,071
"desassombro";1;0,071
"desaparecimento";1;0,071
"desacompanhado";1;0,276
"desabamento";1;0,071
"depreciativo";1;0,071
"dentista";1;0,085
"densifica";1;0,071
"deliberará";1;0,071
"decoro";1;0,276
"danielle";1;0,401
"cura";1;0,071
"cozinha";1;0,071
"costituzionale";1;0,345
"corretor";0,287;1
"corredor";1;0,276
"coronavac";1;0,071
"corar";1;0,123
"contíguo";1;0,071
"confidencial";1;0,071
"completude";1;0,276
"colmatar";1;0,071
"coativo";1;0,071
"cms";1;0,223
"cirurgião";1;0,085
"cir";1;0,345
"chefiar";1;0,071
"cerceado";1;0,071
"castigo";1;0,071
"cassado";0,287;1
"carioca";1;0,085
"carecedor";0,287;1
"carceragem";1;0,071
"capitular";1;0,071
"cansar";1;0,276
"canaris";1;0,102
"canalizar";1;0,085
"campeonato";1;0,071
"caerd";1;0,711
"cachoeira";1;0,223
"bryde";1;0,071
"brincar";1;0,711
"brasilia";0,031;1
"borracha";1;0,085
"book";1;0,071
"boaventura";0,886;1
"bicameralismo";1;0,332
"beira";1;0,102
"barbalho";1;0,276
"bape";1;0,15
"balanceamento";1;0,071
"avizinhar";1;0,711
"avalanche";1;0,071
"aval";1;0,071
"autenticidade";1;0,085
"assustador";1;0,071
"assomar";1;0,276
"assinado";1;0,071
"assecuratória";1;0,071
"arrependimento";1;0,711
"arrecadador";1;0,276
"armazenagem";1;0,071
"argüente";0;1
"anulatórias";1;0,071
"antijurídico";1;0,711
"anormal";1;0,071
"anomalia";1;0,071
"angústia";1;0,071
"anderson";1;0,276
"anacrim";0,002;1
"amplificar";1;0,276
"amir";1;0,071
"ameça";1;0,071
"ambíguo";1;0,071
"alugar";1;0,085
"als";0,92;1
"aliviar";1;0,071
"alhures";0,729;1
"alegria";1;0,276
"afrontado";1;0,071
"acúmulo";1;0,085
"acostada";0,075;1
"abruc";1;0,182
"abraham";1;0,071
"abertamente";1;0,276
"abastado";1;0,071
"24h";1;0,123
"00h00";0;1
"ínterim";1;0,828
"ência";1;0,332
"árido";1;0,123
"árduo";1;0,085
"xxxix";1;0,085
"way";1;0,223
"vértice";1;0,332
"válvula";1;0,085
"vulto";1;0,085
"vulneram";0,592;1
"vistor";0,041;1
"visitante";1;0,401
"virtuoso";1;0,332
"vila";1;0,332
"veloso";0,592;1
"varela";1;0,878
"valmir";0,071;1
"ura";0,208;1
"universalmente";1;0,085
"univaja";0,542;1
"ufu";1;0,182
"ude";1;0,085
"trigueiro";1;0,085
"treinar";1;0,085
"transsexuais";1;0,345
"transportá";1;0,085
"transportado";1;0,085
"transgenitalização";1;0,085
"traidor";1;0,15
"tona";1;0,085
"togado";1;0,085
"tocqueville";1;0,085
"tessitura";1;0,085
"terapeuta";0,886;1
"teoricamente";0,886;1
"tencionar";1;0,085
"temporalmente";0,041;1
"tempestividade";0;1
"tecnos";1;0,085
"system";1;0,276
"surpreendido";1;0,085
"surpreendente";1;0,123
"suplência";1;0,102
"superávit";1;0,085
"superá";1;0,085
"superintendente";1;0,085
"sumulado";0,592;1
"subsumíveis";1;0,085
"so";1;0,345
"situac";0,068;1
"sinalagmática";1;0,085
"similaridade";0,455;1
"sich";1;0,276
"sg";1;0,332
"servidão";1;0,085
"sera";0,886;1
"sequencial";1;0,828
"sentado";1;0,102
"seguidor";1;0,085
"secundar";0,005;1
"secretamente";1;0,085
"sdh";1;0,123
"sda";1;0,332
"school";1;0,223
"schneider";1;0,223
"saxônica";1;0,085
"satírico";1;0,085
"sanear";1;0,085
"sanatória";1;0,085
"salubre";1;0,332
"salgado";1;0,878
"saj";1;0,485
"sabença";1;0,085
"ruído";1;0,828
"rodriguez";1;0,717
"robótico";1;0,102
"revisitação";0,197;1
"reverenciar";1;0,828
"revenda";1;0,085
"retaliação";1;0,085
"rescisórios";0;1
"repiso";1;0,828
"repetidamente";1;0,828
"reorganizar";1;0,102
"rené";1;0,102
"renovo";0;1
"remediar";1;0,963
"reitoria";1;0,085
"reintrodução";1;0,963
"refratário";1;0,085
"referendodécima";0;1
"reduto";1;0,085
"redundante";1;0,332
"redacional";1;0,085
"recriação";1;0,102
"reconstrução";1;0,085
"recebê";0,124;1
"reassentamento";1;0,085
"reaparelhamento";1;0,085
"realizá";1;0,085
"rcn";1;0,123
"radioelétrico";1;0,085
"quantificar";1;0,085
"purificação";1;0,15
"pureza";1;0,102
"psicossocial";1;0,085
"protelatório";0;1
"promissor";1;0,085
"profissionalização";1;0,085
"prison";1;0,223
"principiológico";1;0,332
"principiológica";1;0,332
"prescindível";0,197;1
"premiado";1;0,085
"prelecionar";1;0,332
"precipitado";1;0,828
"pragmatismo";1;0,085
"politics";1;0,15
"polissêmico";1;0,085
"pluralização";1;0,085
"plantação";1;0,123
"piirc";1;0,828
"peste";1;0,102
"persona";1;0,276
"persecutio";1;0,085
"percalço";1;0,085
"penúltimo";0,455;1
"penoso";1;0,085
"patrono";1;0,332
"patronato";1;0,085
"patentemente";1;0,828
"parental";1;0,085
"parede";1;0,085
"parecido";1;0,085
"paramento";1;0,085
"paolo";1;0,102
"panamá";1;0,102
"overruling";1;0,963
"oscar";1;0,401
"oportunize";1;0,085
"opiniao";1;0,276
"off";1;0,223
"oder";1;0,15
"ocde";1;0,085
"obsoleto";1;0,085
"observável";1;0,15
"normatizada";1;0,332
"niño";1;0,085
"ninar";1;0,123
"neutralização";1;0,828
"national";1;0,123
"nariz";1;0,085
"narcotraficante";1;0,085
"munir";1;0,085
"multifacetado";1;0,085
"monte";1;0,345
"montar";1;0,085
"modificá";1;0,828
"misturar";1;0,085
"miríade";1;0,085
"minuciosamente";1;0,332
"miliciano";1;0,102
"meridiano";1;0,223
"mensurar";1;0,085
"memorando";1;0,102
"medula";1;0,085
"mdh";1;0,878
"margarita";1;0,085
"malícia";1;0,085
"malfadado";1;0,085
"maestria";1;0,085
"lúcido";0,041;1
"lócus";1;0,332
"luva";1;0,085
"lusófono";1;0,085
"luciane";1;0,345
"lionço";1;0,102
"linearmente";1;0,332
"leitão";0,02;1
"legitimatio";0;1
"legislative";1;0,223
"legem";1;0,123
"lauda";0,455;1
"lanfredi";1;0,085
"landsat";1;0,085
"lamentar";1;0,085
"ladeira";0,002;1
"lacp";0,005;1
"kennedy";1;0,102
"juspodivm";1;0,085
"judeu";1;0,332
"jabuticaba";1;0,085
"irrepetibilidade";0;1
"ipca";1;0,332
"inácio";0,048;1
"intertemporal";1;0,102
"interstício";1;0,102
"interregno";1;0,085
"intermediar";1;0,085
"interceptação";1;0,085
"inteligente";1;0,332
"instaurarão";1;0,085
"insindicabilidade";0,592;1
"inquietar";1;0,085
"inocorrente";1;0,828
"inibição";1;0,332
"infralegalismo";1;0,085
"infiel";1;0,085
"infidelidade";1;0,085
"inexequível";1;0,085
"individualismo";1;0,085
"indigitar";1;0,085
"incrível";1;0,332
"inconsistente";1;0,828
"inconformidade";1;0,085
"incompreensão";1;0,332
"incognoscível";0,02;1
"incidenter";0;1
"impraticável";1;0,828
"imperiosidade";1;0,085
"imperfeito";1;0,102
"impassível";1;0,332
"ilhéu";1;0,102
"il";1;0,085
"idp";1;0,588
"ida";1;0,085
"ibrahim";0,048;1
"horbach";1;0,345
"honorar";1;0,085
"homossexualidade";1;0,332
"holístico";0,041;1
"hegemonia";1;0,085
"hashtag";1;0,123
"grato";1;0,102
"gg";1;0,102
"gender";1;0,15
"gargarella";1;0,102
"galdino";1;0,223
"gadelha";0;1
"fértil";1;0,085
"friedrich";1;0,15
"francis";1;0,345
"fragmentar";1;0,085
"foundations";1;0,223
"formatação";1;0,332
"flávia";1;0,102
"fisioterapia";1;0,085
"financiador";1;0,085
"filmar";1;0,085
"fidalgo";1;0,085
"fes";1;0,085
"ferrer";1;0,485
"feitio";0,041;1
"fdd";1;0,085
"fda";1;0,123
"fbasd";0;1
"fascista";1;0,085
"faoro";1;0,085
"fala";0,041;1
"fabrício";1;0,345
"exterminar";1;0,085
"extemporaneidade";0,005;1
"exponencialmente";1;0,332
"exploratório";1;0,085
"excepção";1;0,085
"excepcionada";1;0,085
"examiná";1;0,828
"exacerbar";1;0,332
"esvaziado";1;0,332
"estuprar";1;0,085
"estuarino";1;0,102
"espeleológico";1;0,102
"espantalho";1;0,085
"espacialidade";1;0,085
"escalão";1;0,401
"equânime";1;0,085
"enfocar";1;0,828
"endêmico";1;0,332
"empurrar";1;0,085
"empenhar";1;0,085
"embriaguez";1;0,085
"elucubração";1;0,085
"elastecimento";1;0,332
"eivado";0,197;1
"efetivem";1;0,085
"dório";1;0,085
"drenagem";1;0,102
"divisa";1;0,332
"diversão";1;0,102
"diritto";1;0,102
"diplomar";1;0,332
"diligenciar";1;0,123
"desviante";1;0,085
"deslegitimar";1;0,085
"descrédito";1;0,085
"descredenciamento";0;1
"desconforme";1;0,085
"descoberto";1;0,085
"descentralizador";1;0,085
"descabendo";1;0,085
"desacreditar";1;0,085
"desabrigar";1;0,085
"desabilitar";1;0,085
"depressão";1;0,085
"denegando";0,041;1
"democratizar";1;0,085
"demo";1;0,102
"default";1;0,345
"dedo";1;0,085
"decisao";0,197;1
"damares";1;0,223
"curiosamente";1;0,332
"culpabilização";1;0,085
"criador";1;0,828
"cpm";0,886;1
"cortez";0,92;1
"correligionário";1;0,085
"coreia";1;0,085
"contrassenso";1;0,085
"continuado";1;0,085
"contag";1;0,15
"constitutionalism";1;0,276
"const";1;0,085
"consorciar";1;0,345
"conserto";1;0,085
"conquistado";1;0,085
"congress";1;0,401
"conceituar";1;0,401
"conass";1;0,223
"comprar";1;0,085
"compadecer";1;0,332
"comissariado";1;0,085
"cominação";1;0,085
"comer";1;0,102
"colonizador";1;0,085
"coletar";1;0,332
"colarinho";1;0,085
"colacionada";1;0,332
"codificação";1;0,085
"coase";1;0,102
"cnti";0;1
"cnea";1;0,085
"cm";1;0,085
"ciúme";1;0,085
"chocante";1;0,085
"chilling";1;0,332
"chi";1;0,223
"charles";1;0,223
"cgiirc";1;0,085
"cgfis";1;0,102
"cfrb";1;0,085
"cfr";1;0,085
"cepa";1;0,123
"cavalo";1;0,345
"categorização";1;0,085
"categorizado";1;0,085
"castilho";1;0,717
"carimbado";1;0,085
"camaçari";1;0,345
"calúnia";1;0,085
"calcar";1;0,332
"bônus";1;0,085
"bockmann";1;0,276
"biden";1;0,15
"bbc";1;0,15
"bandido";1;0,15
"balizamento";1;0,085
"badaró";1;0,223
"avocar";1;0,085
"aversão";1;0,085
"avaliá";1;0,085
"autorizadoras";1;0,828
"autocracia";1;0,276
"auspício";1;0,085
"audição";1;0,085
"ats";1;0,085
"atacadista";1;0,345
"arsenal";1;0,332
"apyterewa";1;0,878
"apelar";1;0,102
"apartheid";1;0,102
"apagar";1;0,085
"apac";1;0,102
"anualidade";1;0,085
"antropológico";1;0,085
"aniversário";0,455;1
"andréa";1;0,276
"andrew";1;0,588
"ancilar";0,592;1
"analista";1;0,102
"amante";1;0,085
"alinhado";1;0,085
"ajuntamento";1;0,085
"aije";1;0,085
"agrônomo";1;0,332
"agasalhar";1;0,102
"africar";1;0,223
"adulterar";1;0,15
"adição";1;0,332
"adaptá";1;0,085
"acompanhante";1;0,085
"acompanhado";1;0,828
"acertadamente";1;0,102
"acemoglu";1;0,102
"abrandamento";1;0,332
"abpa";0,005;1
"3a";1;0,123
"2019art";1;0,223
"úcia";0;1
"ínfimo";1;0,102
"áureo";1;0,123
"ários";1;0,401
"young";1;0,182
"xlvi";1;0,102
"xlv";1;0,102
"voo";1;0,102
"voador";1;0,102
"viragem";0,325;1
"viciada";1;0,401
"ventilação";1;0,102
"veiculadoras";1;0,401
"vedarem";1;0,102
"vaticinar";0,72;1
"van";1;0,123
"unib";0;1
"uille";1;0,276
"uadi";1;0,401
"uab";1;0,182
"tércio";1;0,223
"tumultuário";1;0,102
"transladar";0,124;1
"transbordar";1;0,102
"tradar";1;0,15
"toxidade";1;0,123
"tout";1;0,485
"totalitarismo";1;0,123
"tolerável";1;0,102
"tirania";1;0,102
"testilha";1;0,963
"terminativo";0,02;1
"tergiversar";1;0,102
"teratogênese";1;0,102
"tentação";1;0,401
"tadas";0,02;1
"supranacional";1;0,102
"sullivan";1;0,15
"sudoeste";0,02;1
"sudam";1;0,102
"sucumbente";0,002;1
"subscrito";0,124;1
"subprincípio";1;0,102
"subjugar";1;0,102
"subcomitê";1;0,123
"subchefia";1;0,102
"subalterno";1;0,401
"stro";0;1
"ssrn";1;0,276
"spoofing";0,02;1
"sos";1;0,485
"sobreposto";1;0,102
"sobredito";1;0,102
"smpu";1;0,401
"singularmente";1;0,401
"simbolizar";1;0,102
"serafim";1;0,123
"selma";1;0,963
"sectário";1;0,102
"sdi";1;0,102
"satisfativa";0,542;1
"satis";1;0,401
"saque";1;0,102
"saltum";0,455;1
"roscoe";1;0,102
"ressair";1;0,401
"respeitabilidade";1;0,401
"reprovabilidade";1;0,102
"replicar";1;0,963
"rep";0,197;1
"renegociar";1;0,102
"remotamente";1;0,102
"relatividade";1;0,401
"reinclusão";0,455;1
"referendosegunda";0;1
"reembolso";1;0,401
"reef";1;0,401
"recalcitrante";1;0,102
"reboque";1;0,102
"rebaixamento";1;0,102
"reativação";1;0,401
"reajusto";0,02;1
"raz";1;0,223
"radicar";1;0,102
"quadrante";1;0,102
"púbico";1;0,102
"proveitoso";1;0,401
"prostituto";1;0,102
"prolongamento";1;0,102
"prolator";1;0,485
"profusão";1;0,102
"proeminência";1;0,102
"probo";1;0,102
"pris";1;0,102
"priorizem";1;0,102
"priorizada";1;0,102
"prevalente";0,02;1
"prestacionais";1;0,102
"pressa";1;0,401
"prescricional";1;0,102
"preposto";1;0,123
"preponderar";1;0,102
"poço";1;0,102
"pound";1;0,102
"posner";1;0,182
"pormenor";1;0,102
"podera";1;0,102
"pmerj";1;0,102
"pirititi";1;0,182
"pib";1;0,102
"philippi";1;0,102
"petitório";1;0,963
"petendi";0,124;1
"pesticida";1;0,102
"personalizado";1;0,102
"personalismo";1;0,102
"perquirição";1;0,401
"perfectibilização";1;0,401
"peres";1;0,276
"penhorar";1;0,401
"pecuarista";1;0,485
"pccdam";1;0,102
"patentear";1;0,102
"passaporte";1;0,102
"parêntese";1;0,102
"palamara";1;0,123
"pacificador";1;0,102
"pacelli";1;0,102
"owen";1;0,123
"orçamentar";1;0,401
"opressivo";1;0,102
"operacionalizar";1;0,102
"ommati";1;0,102
"omc";0,002;1
"oligárquico";1;0,102
"oj";1;0,401
"odontológico";1;0,963
"ocasionalmente";0,455;1
"nuvem";1;0,102
"notificá";1;0,102
"negacionismo";1;0,102
"ndêmica";1;0,102
"müller";1;0,123
"mártir";1;0,963
"mutagênese";1;0,102
"mundurucu";1;0,588
"multidão";1;0,123
"mrna";1;0,123
"moção";1;0,102
"motivador";1;0,401
"monopolizar";1;0,401
"modicidade";1;0,102
"moda";1;0,123
"moares";0;1
"minus";1;0,102
"minudentemente";1;0,102
"mif";1;0,102
"metálico";1;0,123
"metrofor";0,02;1
"meteorológico";1;0,102
"med";1;0,102
"marketplace";1;0,102
"malferimento";1;0,401
"macroeconômico";1;0,102
"lxi";1;0,102
"lula";0,886;1
"lorde";1;0,102
"lord";1;0,102
"lon";1;0,345
"litigioso";1;0,102
"lincoln";1;0,182
"lgbtqiap";1;0,102
"levitsky";1;0,182
"les";1;0,223
"latin";1;0,182
"lastrar";1;0,963
"larar";0;1
"lammêgo";1;0,401
"laboratorial";1;0,102
"king";1;0,223
"kg";1;0,15
"jornalismo";1;0,102
"jimena";1;0,102
"jefferson";1;0,276
"itos";0,031;1
"iteral";0,002;1
"irrefutável";1;0,102
"ironia";1;0,102
"iribarne";1;0,123
"intransferível";1;0,102
"intrajornada";1;0,123
"internalizadas";1;0,401
"intermitente";1;0,102
"insulto";1;0,102
"instrutor";1;0,102
"instagram";1;0,102
"inservível";1;0,102
"inquirir";1;0,102
"inquinar";0,455;1
"injeção";1;0,102
"ininteligível";0,068;1
"inflexão";1;0,102
"inferno";1;0,102
"inferiorização";1;0,401
"indulgência";1;0,401
"indignação";1;0,102
"indiano";1;0,102
"inconstitucionalida";0,325;1
"incompetente";1;0,401
"incipiente";1;0,963
"incalculável";1;0,102
"impugná";0,02;1
"impactante";1;0,123
"imotivado";1;0,401
"imediaticidade";0;1
"iluminista";1;0,102
"iluminado";1;0,102
"ibrasa";1;0,102
"humilde";1;0,102
"hospitalização";1;0,102
"homotransfóbicas";0;1
"homoafetivas";0,325;1
"ho";1;0,345
"hipotese";1;0,102
"hipossuficiência";1;0,102
"heterodoxo";1;0,401
"grundgesetz";1;0,15
"grossenses";1;0,102
"greco";1;0,102
"gigantesco";1;0,102
"genero";1;0,276
"gabin";1;0,15
"félix";1;0,485
"furlani";1;0,102
"fulcral";1;0,102
"frustrem";1;0,102
"friso";1;0,102
"fraternal";1;0,102
"formalismo";1;0,123
"filgueiras";1;0,15
"fides";1;0,102
"ferência";0;1
"ferrajoli";1;0,123
"fboms";1;0,102
"fantasma";1;0,102
"falacioso";1;0,963
"factível";1;0,102
"exógeno";1;0,102
"extrusão";1;0,15
"extravasar";1;0,102
"explorado";1;0,102
"expletivo";1;0,485
"exordiais";0,002;1
"exma";1;0,963
"exacerbado";1;0,102
"etnoambientais";1;0,223
"estrangulamento";1;0,102
"estiagem";1;0,102
"estadão";1;0,123
"escravatura";1;0,15
"escondido";1;0,102
"escoamento";1;0,102
"episódico";1;0,963
"entabular";1;0,102
"enraizado";1;0,102
"enfrentá";1;0,963
"enfermo";1;0,102
"edward";1;0,182
"duodecimal";0,124;1
"drasticamente";1;0,102
"dobrar";1;0,102
"dju";0;1
"divorciado";1;0,102
"divisor";1;0,102
"diuturnamente";1;0,401
"diurno";1;0,123
"dissensos";1;0,102
"discrepar";1;0,963
"devastado";1;0,102
"desprezado";1;0,102
"despejar";1;0,102
"desorganizar";1;0,401
"desobrigar";1;0,102
"desigualmente";1;0,401
"designadamente";1;0,963
"desenrolar";1;0,102
"desconstrução";1;0,401
"desconexo";1;0,963
"descartável";1;0,102
"desagregação";1;0,102
"desafiador";1;0,401
"depositário";1;0,102
"delitivo";1;0,15
"deitar";1;0,102
"decrescer";1;0,102
"declará";1;0,102
"decana";0;1
"cão";1;0,102
"criminosamente";1;0,102
"creditamento";1;0,102
"covarde";1;0,102
"corromper";1;0,102
"corriqueiro";1;0,102
"corporativista";1;0,485
"convulsão";1;0,102
"convocatório";1;0,102
"contraindicação";1;0,401
"contentar";1;0,102
"consif";0,001;1
"cons";1;0,102
"congruência";1;0,963
"congregado";1;0,963
"confrontação";1;0,401
"conectividade";1;0,102
"condescendente";1;0,102
"concretizadoras";1;0,102
"conatrae";1;0,102
"conacate";0;1
"comprador";1;0,102
"compilação";1;0,102
"comparativamente";1;0,102
"comerciante";1;0,102
"combatente";1;0,102
"colacionou";1;0,102
"codesp";1;0,102
"co2";1;0,123
"cnn";1;0,182
"cmn";0,72;1
"clamor";1;0,102
"ciesp";1;0,123
"cct";1;0,102
"ccpr";1;0,102
"cativeiro";1;0,123
"catalisar";1;0,102
"castrense";1;0,401
"carona";1;0,401
"carla";1;0,223
"carcinogênese";1;0,102
"capa";1;0,401
"caminhoneiro";1;0,401
"caderneta";1;0,401
"cabalmente";1;0,401
"bulos";1;0,401
"bula";1;0,182
"bucci";1;0,123
"bretanha";1;0,123
"biosfera";1;0,102
"biografia";1;0,963
"bifásico";1;0,123
"beschluss";1;0,223
"beneficiamento";1;0,401
"beltrão";1;0,102
"barriga";1;0,102
"barreto";0,455;1
"açodamento";1;0,123
"awá";1;0,15
"aviltante";1;0,102
"avesso";1;0,102
"aventura";1;0,102
"autuante";1;0,102
"automotivo";1;0,123
"autista";1;0,15
"austeridade";1;0,102
"auge";1;0,102
"atropelar";1;0,102
"atmosférico";1;0,102
"atibaia";0,197;1
