"";"classe 1";"classe 2"
"encampar";0,85;1
"crônico";1;0
"corregedoria";1;0,247
"cooperativa";1;0,001
"contaminado";1;0
"conmebol";1;0,171
"conflitar";0,788;1
"confaz";1;0,03
"competitivo";1;0,107
"comandante";1;0,001
"cdc";1;0,025
"brigadistas";1;0
"atlântico";1;0
"antifascismo";1;0,001
"antidemocrático";1;0
"alusão";1;0,247
"acontecimento";1;0,014
"aceitação";1;0,152
"aaas";1;0
"uerj";1;0,008
"transportar";1;0,001
"tempestivo";0,003;1
"supérstite";1;0,014
"subordinado";1;0
"singularidade";1;0,002
"romper";1;0
"rigorosamente";1;0,005
"respaldar";1;0,68
"polêmico";0;1
"pfizer";1;0
"peter";1;0,003
"paridade";1;0,002
"paraguai";1;0,001
"máxime";1;0,014
"motta";1;0,588
"modificativo";0;1
"maranhense";0;1
"manso";0,042;1
"majoração";1;0,496
"magnético";1;0,001
"lunardi";0,011;1
"informática";1;0,007
"inevitável";1;0
"indiciar";1;0,001
"impetração";0,001;1
"identificável";1;0,005
"homofobia";1;0,003
"gramática";1;0
"grade";1;0,002
"fotografia";1;0
"falecer";1;0,008
"eletromagnético";1;0,001
"educacao";1;0,345
"desmembramento";1;0,035
"contingenciamentos";1;0
"consensual";1;0,002
"cni";0;1
"chancelar";1;0,006
"burocrático";1;0
"ajudar";1;0,025
"adulto";1;0
"administrativamente";1;0,014
"zanella";1;0,001
"xxiii";1;0,087
"xvii";1;0
"victor";1;0,791
"valinhos";0;1
"sustentáculo";1;0,016
"superioridade";0,016;1
"soja";1;0,001
"significação";1;0,019
"senso";1;0
"seabra";1;0,011
"reprimir";1;0,002
"psíquico";1;0,001
"preparo";1;0,002
"preceituar";1;0,496
"periodicidade";1;0
"online";0,167;1
"nogueira";0,181;1
"nepotismo";1;0,024
"multiplicação";1;0,006
"milícia";1;0,001
"mediato";0,016;1
"majoritariamente";0,009;1
"licenciar";1;0,002
"labor";1;0,789
"junta";1;0,145
"ipep";1;0,011
"internação";1;0
"insuperável";0,726;1
"infância";1;0,001
"incompleto";1;0,001
"imputação";1;0,006
"exaustão";1;0,001
"esgotado";0,039;1
"escrito";1;0,002
"esbarrar";0;1
"equacionar";1;0,002
"dor";1;0,057
"desintrusão";1;0,018
"demográfico";1;0,001
"culpabilidade";1;0,003
"corretamente";1;0,019
"coordenador";1;0,039
"condicionamento";1;0
"comparativo";1;0,06
"cobrir";1;0
"cndh";1;0,034
"assassinato";1;0,001
"armazenar";1;0
"antagônico";1;0,016
"ameaçado";1;0,001
"almejar";1;0,04
"aldeia";1;0,045
"acrescido";0;1
"vocábulo";1;0
"vocabulário";1;0
"vaz";1;0,717
"subir";1;0,001
"sequestrar";1;0,001
"seletividade";1;0
"sediar";1;0,011
"safra";1;0,008
"robert";1;0,002
"rgps";1;0,002
"retenção";1;0,002
"rendimento";1;0
"protetivo";1;0,019
"perplexidade";1;0,022
"perguntar";1;0,007
"obstrução";1;0,003
"mútuo";1;0,001
"mobilizar";1;0,001
"minuto";1;0,002
"minucioso";1;0,543
"liquidar";1;0,006
"leiloeiro";1;0,008
"judicialização";1;0
"intrínseco";1;0,046
"indiscriminadamente";1;0
"indefiro";0;1
"incursão";1;0,001
"incitação";1;0
"inadimplência";1;0
"habitacional";1;0
"grosseiro";0;1
"gerenciamento";1;0
"flexível";1;0
"extraio";0,665;1
"endereço";1;0
"disputar";1;0,008
"deus";1;0,001
"defendido";1;0,192
"círculo";1;0
"correspondência";1;0,001
"confenen";0;1
"compreensivo";0,004;1
"circular";1;0,019
"centralizar";1;0,002
"caxias";0,053;1
"caverna";1;0
"assertiva";1;0,052
"anômalo";1;0,543
"anuidade";1;0,007
"amorim";1;0,095
"amoldar";0,932;1
"afinidade";1;0,046
"abandono";1;0,001
"vazio";1;0,001
"tipificação";1;0,001
"temperatura";1;0
"ski";0;1
"simplificar";1;0,001
"sancionatório";1;0,022
"retórica";1;0,003
"reputação";1;0
"reiteração";0,488;1
"refinanciamento";1;0
"reação";1;0,001
"quarentena";1;0
"portar";1;0
"partilhar";1;0,003
"oportunamente";1;0,375
"octavio";0;1
"notável";1;0,008
"norteador";1;0,001
"nacionalmente";1;0,022
"mobilização";1;0,003
"merecedor";0,055;1
"mecânico";1;0,005
"linguístico";1;0
"inédito";1;0,112
"integrativo";0,131;1
"insculpir";1;0,008
"infectado";1;0
"imunizante";1;0,003
"imputado";1;0
"forçoso";1;0,375
"estoque";1;0
"empregatício";1;0
"economicamente";1;0
"dru";1;0,011
"discordância";1;0,052
"diniz";1;0,15
"diego";1;0,23
"devastação";1;0
"desvincular";1;0
"custa";1;0,127
"cumulativamente";1;0,854
"condizente";1;0,001
"computador";1;0,011
"chile";1;0,001
"cerrado";1;0
"centavo";1;0
"caema";1;0,916
"bverfge";1;0,001
"burla";1;0,216
"blumenau";0,164;1
"atrelar";1;0,003
"atmosfera";1;0
"viés";1;0,003
"sonoro";1;0
"silvia";1;0,085
"secretária";0,153;1
"preâmbulo";1;0
"previsibilidade";1;0,001
"preocupar";1;0,011
"perímetro";1;0
"marginalização";1;0
"lxiii";1;0,01
"lep";1;0,028
"lavrado";1;0,127
"isabel";1;0,223
"irmão";1;0,003
"ipatinga";0,007;1
"intentar";1;0,242
"ininterrupto";1;0
"impeditivo";1;0,144
"hegemônico";1;0,001
"gradual";1;0,001
"gandra";1;0,226
"fortemente";1;0
"fnde";1;0
"flexibilizar";1;0,01
"exemplificar";1;0,415
"exaurir";1;0,01
"descrição";1;0,011
"couto";0,002;1
"condicionado";1;0,003
"competitividade";1;0
"colaborativo";1;0,034
"cnpe";1;0,008
"captura";1;0,003
"caos";1;0,001
"bolsa";1;0
"apropriação";1;0
"acervo";1;0,646
"wallace";1;0,182
"vivência";1;0
"unilateralmente";1;0,004
"terminal";1;0
"teleológico";1;0,001
"superfície";1;0
"sofrimento";1;0,004
"sesai";1;0,001
"sdr";1;0
"romano";1;0,107
"revelia";1;0,001
"retribuição";1;0,021
"reputado";1;0,271
"prestígio";1;0
"posteriori";1;0,001
"plausível";1;0,069
"oculto";1;0,418
"ocultação";1;0,004
"obstaculizar";1;0,144
"objetividade";1;0,069
"nomeadamente";1;0,144
"mineral";1;0
"lavrar";1;0,702
"ives";1;0,256
"ipea";1;0,002
"inexigibilidade";0,432;1
"impreciso";0;1
"honorabilidade";1;0,005
"fisco";1;0,069
"facilmente";1;0,011
"exonerar";1;0,001
"escritório";1;0,001
"enfraquecer";1;0
"desfrutar";1;0
"descontinuidade";1;0
"descendente";1;0,021
"descaracterizar";1;0,458
"derrubado";1;0
"contrariado";0,158;1
"comumente";1;0,004
"comprobatório";0,158;1
"colaciono";0;1
"co";1;0,059
"cartório";1;0
"cardozo";0,498;1
"bezerro";1;0,123
"arbitrariedade";1;0,004
"aliar";1;0,144
"aliado";1;0,013
"afro";1;0,021
"adiamento";0,004;1
"acionamento";0,158;1
"abr";0,775;1
"abandonar";1;0
"vitimar";1;0,001
"valioso";1;0,079
"uti";1;0,001
"tunc";1;0,303
"tráfego";1;0,001
"travar";1;0,004
"tragédia";1;0,002
"tolher";1;0,002
"sustar";1;0,303
"sistematizar";1;0,004
"serpa";1;0,276
"saudação";0;1
"salvar";1;0,002
"revés";1;0,013
"reversão";1;0,039
"reto";1;0,048
"rego";0,197;1
"refutar";0,673;1
"recompor";1;0
"radioativo";1;0
"quota";1;0,005
"progressividade";1;0,004
"preponderância";1;0
"positis";0;1
"pericial";1;0
"perdoar";1;0,002
"pedra";1;0,001
"pdde";1;0,001
"partida";1;0,015
"parar";1;0,013
"pano";1;0,163
"onda";1;0,001
"mtst";0;1
"minorar";1;0,004
"mineração";1;0,018
"louvar";0,061;1
"lago";1;0
"io";1;0,685
"interposto";0;1
"infralegal";1;0,004
"informacional";1;0,006
"incumbência";1;0,079
"impessoal";1;0,001
"ibccrim";1;0,182
"grossense";1;0,061
"gestante";1;0,001
"fuzil";1;0,001
"fito";1;0,303
"ematerce";1;0,163
"duplicidade";1;0
"dissonância";1;0,079
"discrímen";1;0
"difundir";1;0
"deslocar";1;0,004
"cristão";0,296;1
"corrida";1;0,001
"corbo";1;0,182
"convencer";0,432;1
"contestação";1;0,554
"coincidência";0,33;1
"cogente";1;0
"cautelarmente";0,953;1
"burocracia";1;0
"bruto";1;0,001
"atentado";1;0
"apor";0,213;1
"alice";0,886;1
"agendar";0,953;1
"adiro";0,009;1
"abradee";0;1
"wwf";1;0,15
"vivian";0,666;1
"universalidade";1;0
"terrorismo";1;0,001
"televisão";1;0,007
"separar";1;0
"repressivo";1;0,002
"reportagem";1;0,001
"reafirmação";0;1
"pé";1;0,003
"protesto";1;0,007
"proporcionalmente";1;0
"preferir";1;0,001
"precariedade";1;0
"palmar";1;0,007
"ofensivo";1;0,005
"oeste";1;0,013
"novidade";1;0
"novel";1;0,018
"narrado";1;0,015
"mjsp";1;0,001
"lxxviii";0,886;1
"loteamento";1;0,105
"limitador";1;0,002
"julg";0;1
"isonômica";1;0
"intolerância";1;0
"insatisfatório";1;0,002
"injustificável";1;0,007
"independer";1;0,015
"imunizantes";1;0
"impresso";1;0
"human";1;0,029
"gradativo";1;0,002
"francês";1;0,001
"exibir";1;0,002
"escassez";1;0
"entorpecente";1;0
"documental";1;0,015
"dialogar";1;0,318
"desvirtuar";1;0
"descontrolo";1;0,002
"desconhecido";1;0
"descarte";1;0
"democraticamente";1;0
"correa";0;1
"convidar";1;0,001
"contraposição";1;0,09
"coletivamente";1;0,338
"casamento";1;0,003
"cambridge";1;0,021
"bebida";0,223;1
"anomia";1;0,006
"amaro";0;1
"alimentício";1;0,021
"acatar";0,38;1
"2o";1;0,418
"álcool";1;0,003
"áfrica";1;0,001
"visual";1;0,002
"und";1;0,025
"toada";1;0,887
"sal";1;0,052
"sacrifício";1;0,007
"remover";1;0,002
"prudente";1;0,006
"pretenso";0,681;1
"preparatório";1;0,001
"pbtur";0;1
"oxigênio";1;0,001
"ongs";1;0,001
"nitidamente";1;0,002
"mistura";1;0
"itaqui";0,002;1
"introduzido";1;0,006
"infra";1;0,001
"indistintamente";1;0
"incra";1;0,002
"havido";0,818;1
"fuga";1;0,002
"frequentar";1;0
"empresário";1;0,001
"elementar";1;0,045
"desnecessidade";1;0,235
"derechos";1;0,345
"denise";1;0,345
"convergente";0,014;1
"convencimento";1;0,045
"cna";0;1
"chance";1;0,001
"balizar";1;0
"aventar";0;1
"aquisitivo";1;0,001
"aperfeiçoar";1;0
"antunes";1;0,015
"alienação";1;0,021
"against";1;0,002
"xxx";1;0,001
"véspera";1;0,052
"visualizar";1;0,007
"viger";1;0,052
"ufmg";1;0,102
"thomas";1;0,002
"telefone";1;0,001
"sylvia";1;0,002
"substitutivo";1;0,789
"siconv";1;0,954
"salvaguardar";1;0,002
"russo";0,042;1
"retroatividade";1;0,01
"repetitivo";0,096;1
"rateio";1;0,002
"pátria";1;0,002
"progressivamente";1;0,001
"process";0,872;1
"prender";1;0,001
"premiar";1;0,008
"perenização";1;0,002
"palestra";1;0,08
"pacheco";1;0,694
"mistério";1;0,001
"michel";1;0,002
"levi";0,039;1
"lamentavelmente";1;0,001
"journal";1;0,025
"jacarezinho";1;0,07
"ineficácia";0,284;1
"indesejado";1;0,007
"impenhorabilidade";1;0,002
"horta";1;0,001
"ha";1;0,141
"gab";1;0,135
"formulário";1;0,001
"fgts";1;0,003
"externa";1;0,002
"explicitação";1;0,052
"experimentar";1;0,002
"expendidos";0;1
"escriturar";1;0,001
"envergadura";1;0,052
"ensinamento";1;0,021
"engano";1;0,118
"encarcerar";1;0,001
"dpu";1;0,318
"distorção";1;0,001
"desdobrar";1;0,007
"desconstituição";0;1
"dejt";0,321;1
"cárcere";1;0,001
"criminalização";1;0,007
"centrar";1;0,024
"cc";1;0,685
"benéfico";1;0,001
"barragem";1;0,025
"at";1;0,161
"arquivar";1;0,463
"aquecimento";1;0,001
"app";1;0,011
"aposição";1;0,07
"apartar";1;0,021
"alertar";1;0,001
"acessibilidade";1;0,021
"xxxii";1;0,003
"xxv";1;0,001
"verter";1;0,061
"vasto";1;0,061
"sine";1;0,011
"silvestre";1;0,01
"semestral";1;0,001
"rp9";1;0,038
"rey";1;0,003
"repudiar";1;0,001
"renunciar";1;0,001
"remanescer";0,977;1
"reformar";0;1
"reembolsável";1;0,004
"recorte";1;0,135
"profundidade";0,053;1
"profundamente";1;0,003
"performance";1;0,029
"parabenizar";0;1
"padronizar";1;0,008
"outrora";1;0,061
"ouro";1;0,035
"orientado";1;0,001
"navegante";0,001;1
"mototaxistas";1;0,006
"mortalidade";1;0,001
"mitigado";1;0,024
"michael";1;0,059
"mgs";0,977;1
"macapá";0,196;1
"lxxiv";1;0,008
"licitude";1;0,789
"legiferante";1;0,003
"isonômico";1;0,003
"isentar";1;0,001
"inflação";1;0,001
"idh";1;0,006
"frontal";1;0,725
"frederico";1;0,444
"findar";1;0,463
"eximir";1;0,061
"esquecer";1;0,003
"embaraço";1;0,001
"eci";1;0,044
"dl";0,153;1
"descobrir";1;0,001
"democracy";1;0,041
"decisum";0;1
"coronavirus";1;0,102
"convergir";1;0,265
"contrariamente";0,021;1
"constitucionalização";1;0,001
"consignei";0,428;1
"começo";1;0,513
"coalizão";1;0,077
"chuva";1;0,001
"casal";1;0,011
"captação";1;0,001
"cadáver";1;0,001
"banalizar";1;0,82
"autocomposição";1;0,003
"anup";0,002;1
"anulado";1;0,061
"anti";1;0,001
"anp";1;0,527
"anotação";1;0,463
"anatel";1;0,003
"agespisa";1;0,566
"acentuadamente";0;1
"absurdo";1;0,001
"verossimilhança";0,834;1
"uniao";1;0,182
"tro";0;1
"totum";0;1
"testemunhar";1;0,001
"temor";1;0,001
"sopesar";1;0,001
"seriar";1;0,018
"satisfatoriamente";1;0,298
"resgatar";1;0,01
"recomendado";1;0,001
"recife";1;0,608
"receptor";1;0,001
"ra";0,714;1
"psd";0;1
"provocado";1;0,011
"probidade";1;0,028
"preparação";1;0,004
"pc";0,353;1
"patrocinar";1;0,003
"oswaldo";1;0,001
"oficialmente";1;0,001
"mudo";1;0,016
"monitoração";1;0,001
"meirelles";0,321;1
"ltr";1;0,001
"louvável";1;0,032
"letivo";1;0,001
"leandro";0,92;1
"julgá";0;1
"infralegais";1;0,07
"inefetividade";0,001;1
"holmes";1;0,032
"hesse";1;0,001
"hely";0,321;1
"heleno";1;0,018
"ghtml";1;0,102
"fundamentadamente";1;0,003
"feliz";1;0,001
"estipulação";1;0,003
"erosão";1;0,001
"ensaio";1;0,007
"elo";0,196;1
"die";1;0,401
"desejo";1;0,154
"césar";1;0,007
"creche";1;0,001
"contraste";1;0,01
"consultar";1;0,513
"comprovadamente";1;0,07
"comorbidades";1;0,001
"colidir";1;0,001
"colegialidade";0;1
"cognoscibilidade";0;1
"cláudio";1;0,402
"cliente";1;0,001
"circunscrição";1;0,001
"chegada";1;0,001
"braço";1;0,001
"bittencourt";1;0,085
"bilhete";1;0,001
"arruda";1;0,676
"anuência";1;0,003
"antifascista";1;0,002
"ambiência";1;0,154
"agudo";1;0,004
"agressor";1;0,001
"adicionar";1;0,001
"ada";0,064;1
"votante";1;0,001
"ventilado";0,834;1
"sombra";1;0,001
"som";1;0,001
"scaletsky";0;1
"repouso";1;0,001
"reclamante";0,928;1
"rato";1;0,169
"quiçá";1;0,032
"quilômetro";1;0,001
"pietro";1;0,001
"parceiro";1;0,001
"op";1;0,069
"nov";1;0,135
"mucurici";0;1
"modesto";1;0,034
"lucio";1;0,82
"james";1;0,013
"interino";1;0,001
"inq";0;1
"informador";1;0,001
"inação";1;0,038
"impregnar";1;0,175
"hans";1;0,004
"gracioso";1;0,335
"garimpo";1;0,032
"flagrantemente";1;0,199
"fabricante";1;0,011
"expropriação";1;0,011
"ditar";1;0,001
"dispêndio";1;0,011
"desejável";1;0,032
"desarmamento";1;0,032
"cúpula";1;0,013
"cpmi";1;0,001
"corporação";1;0,001
"contributivo";1;0,011
"conscientização";1;0,001
"congressual";1;0,003
"computar";1;0,123
"colégio";1;0,226
"citação";1;0,032
"bloquear";1;0,375
"balanço";1;0,003
"azar";1;0,011
"axiológico";1;0,001
"ataliba";1;0,001
"alterado";1;0,003
"alinhamento";1;0,003
"aeronáutica";1;0,021
"aclaratórios";0;1
"5o";1;0,018
"venezuela";1;0,021
"temporariedade";1;0,001
"sabido";1;0,375
"reposição";1;0,001
"reedição";1;0,018
"proliferação";1;0,001
"pretório";1;0,624
"precioso";1;0,375
"prata";1;0,276
"possessório";1;0,005
"persistência";1;0,013
"paixão";1;0,001
"painel";1;0,003
"negativamente";1;0,013
"natalia";0,72;1
"mercosul";0,618;1
"mauro";0,005;1
"matheus";1;0,071
"materialidade";1;0,004
"marginal";1;0,018
"marcus";0,72;1
"marcha";1;0,013
"marcante";1;0,004
"itália";1;0,001
"italiano";1;0,003
"intimamente";1;0,021
"intergeracional";1;0,419
"indiscutível";1;0,004
"impulsionar";1;0,001
"impetrante";1;0,051
"html";1;0,15
"hostilizar";1;0,925
"homenagear";1;0,038
"hiv";1;0,011
"heterogeneidade";0,135;1
"hamilton";1;0,005
"gerenciar";1;0,001
"genético";1;0,006
"fusão";1;0,093
"fundacional";1;0,001
"frustrado";1;0,013
"foz";0;1
"flexão";1;0,005
"filtragem";1;0,038
"extemporâneo";0;1
"escapar";1;0,013
"erradicação";1;0,001
"equacionamento";1;0,093
"endereçar";1;0,093
"encontrado";1;0,004
"embasamento";1;0,006
"elucidação";1;0,004
"dividendo";1;0,001
"desmonte";1;0,004
"desfavorável";0,762;1
"desencadear";1;0,004
"defensivo";1;0,004
"dedução";1;0,624
"continental";1;0,002
"consignado";1;0,038
"comungar";1;0,624
"colisão";1;0,001
"colheita";1;0,013
"cisão";0;1
"caucaia";0;1
"canto";1;0,123
"brk";0,762;1
"bingo";1;0,044
"ater";1;0,013
"aprofundar";1;0,005
"américo";0,106;1
"aditar";0;1
"academia";1;0,005
"absolutório";1;0,034
"abrupto";1;0,001
"wilson";1;0,095
"variante";1;0,003
"valoração";1;0,005
"usufruir";1;0,001
"trágico";1;0,002
"tropical";1;0,008
"trajetória";1;0,001
"tcm";1;0,025
"suplementação";1;0,001
"sobremaneira";1;0,005
"san";1;0,002
"saes";1;0,123
"revisitar";1;0,291
"resgate";1;0,001
"raiz";1;0,001
"protagonismo";1;0,001
"propugnar";1;0,685
"postulação";0,005;1
"poste";1;0,008
"politicamente";1;0,001
"pardo";1;0,004
"pandêmico";1;0,005
"ntu";0;1
"mprj";1;0,005
"modificado";1;0,005
"melhora";1;0,001
"ley";0;1
"kaufmann";0,013;1
"karl";1;0,002
"javari";1;0,124
"invalidação";1;0,226
"international";1;0,676
"ineficiente";1;0,123
"indigenista";1;0,011
"habitat";1;0,001
"gastar";1;0,015
"gasolina";1;0,001
"froes";0,114;1
"free";1;0,015
"fiscalizador";1;0,044
"exportador";0,026;1
"estigma";1;0,001
"equilibrar";1;0,002
"embarcação";1;0,001
"educar";1;0,001
"eclosão";0;1
"duro";1;0,001
"down";0,012;1
"diariamente";1;0,001
"desacerto";0,229;1
"deflui";1;0,226
"convalidar";1;0,256
"contravenção";1;0,002
"contornar";0,928;1
"consabido";0,423;1
"compreensível";1;0,001
"chamamento";1;0,001
"ava";0;1
"ativismo";1;0,006
"assolar";1;0,005
"artifício";1;0,002
"ambulatorial";1;0,001
"alicerce";1;0,005
"agregado";1;0,005
"acomodação";1;0,005
"abolir";1;0,005
"xlix";1;0,006
"veterinário";1;0,018
"traçado";1;0,051
"transmudar";1;0,123
"theory";1;0,071
"telles";0,031;1
"subvenção";1;0,001
"substancioso";0,001;1
"sofisticado";1;0,001
"singelo";1;0,123
"semeadura";1;0,021
"ritual";1;0,021
"reter";1;0,018
"regularizar";1;0,021
"radiocomunicação";1;0,141
"promessa";1;0,008
"professar";1;0,002
"prezar";0,548;1
"preventivamente";0,852;1
"persecutório";1;0,006
"patrício";1;0,034
"pandêmica";1;0,018
"padecer";1;0,256
"pacificar";0,033;1
"oriente";1;0,008
"opressão";1;0,002
"octávio";0;1
"nordeste";1;0,001
"naturalização";1;0,001
"méxico";1;0,018
"márcia";1;0,015
"migração";1;0,006
"locus";1;0,468
"licitar";1;0,002
"layout";1;0,002
"jornalista";1;0,002
"inventário";1;0,002
"intolerável";1;0,006
"internamente";1;0,001
"instante";1;0,008
"inglaterra";1;0,002
"infracional";1;0,001
"inextensíveis";1;0,001
"inerte";1;0,006
"gerencial";1;0,006
"foto";1;0,002
"flexibilidade";1;0,018
"exsurgir";1;0,018
"exprimir";1;0,123
"executório";1;0,256
"empréstimo";1;0,006
"efêmero";1;0,256
"desprezar";1;0,001
"desfecho";0,48;1
"descartar";1;0,001
"depen";1;0,015
"denegar";0,928;1
"demonstrativo";1;0,001
"demasiado";1;0,006
"coração";1;0,001
"coord";1;0,003
"conversar";1;0,006
"consultor";1;0,145
"chancela";1;0,256
"cercear";1;0,001
"celetistas";1;0,051
"caribe";1;0,05
"caracterizador";0,364;1
"calor";1;0,002
"brigada";1;0,008
"baixar";1;0,018
"autoral";0,618;1
"artesanal";1;0,005
"arrolar";1;0,256
"aquém";1;0,002
"animar";1;0,051
"analítico";0,618;1
"albuquerque";0,002;1
"adamente";0;1
"zumbi";1;0,034
"victim";1;0,276
"usina";1;0,059
"uno";1;0,828
"transnacional";1;0,003
"tpi";0;1
"terror";1;0,002
"subversão";1;0,002
"segov";1;0,007
"ré";1;0,002
"rematrícula";1;0,059
"prolongado";1;0,008
"preocupado";1;0,002
"poluidor";1;0,002
"periodicamente";1;0,002
"pendência";0;1
"paul";1;0,004
"paranaguá";0,004;1
"parametricidade";1;0,059
"otero";1;0,15
"ormay";0,001;1
"orar";0;1
"necropsia";1;0,002
"narrativa";1;0,059
"minar";1;0,002
"marítimo";1;0,002
"marcado";1;0,007
"madri";1;0,011
"judicante";1;0,021
"inversão";1;0,059
"intromissão";1;0,002
"intransponível";1;0,892
"inquirição";1;0,002
"inidôneo";0;1
"indissociável";1;0,002
"galuppo";0;1
"forca";1;0,059
"ferroviário";1;0,007
"fazendário";0,31;1
"falecimento";1;0,008
"fabricação";1;0,002
"exponencial";1;0,007
"eugênio";1;0,161
"errado";1;0,034
"empreendedor";1;0,002
"emendar";1;0,291
"elucidar";1;0,069
"eg";1;0,141
"droit";1;0,009
"diferir";1;0,059
"desastre";1;0,003
"delituoso";1;0,007
"cômputo";1;0,002
"cspb";0;1
"cotejar";1;0,82
"contran";1;0,025
"contrair";1;0,007
"contextual";1;0,025
"consideravelmente";1;0,059
"conforto";1;0,025
"confissão";1;0,002
"confessar";1;0,82
"concomitantemente";1;0,007
"conclusivo";1;0,291
"colaborador";1;0,141
"coação";1;0,007
"cimento";1;0,711
"cessão";1;0,025
"católico";1;0,855
"casimiro";1;0,071
"carne";0,039;1
"capitar";1;0,004
"bonavides";1;0,192
"belém";1;0,018
"beleza";1;0,531
"atricon";0;1
"angela";1;0,345
"amendment";1;0,102
"acepção";1;0,002
"abrampa";1;0,379
"abag";0,004;1
"xliv";1;0,08
"walter";1;0,23
"visível";1;0,002
"visibilidade";1;0,003
"verfassungsbeschwerde";1;0,002
"valorar";1;0,009
"uniformizar";1;0,892
"trotta";1;0,345
"transcurso";1;0,029
"teresina";0,001;1
"tempestivamente";0;1
"temerário";1;0,025
"tac";1;0,002
"síndroma";0,981;1
"supletivo";1;0,008
"streck";1;0,003
"somatório";1;0,008
"sobrestamento";0;1
"sintonia";1;0,002
"sintoma";1;0,04
"signo";1;0,002
"segregação";1;0,002
"reprodutivo";1;0,009
"repisar";0,017;1
"quadrado";1;0,003
"programar";1;0,002
"processualmente";0;1
"pni";1;0,002
"periculosidade";1;0,009
"ordenado";1;0,002
"míngua";1;0,069
"márcio";0,542;1
"mpf";1;0,002
"morro";1;0,003
"metodológico";1;0,069
"mary";1;0,15
"madrid";1;0,021
"macular";1;0,025
"lvii";1;0,069
"locatário";1;0,002
"insculpido";1;0,069
"indeferi";0;1
"incognoscibilidade";0;1
"graduação";1;0,009
"geografia";1;0,029
"fotográfico";1;0,002
"finalística";1;0,025
"ferimento";1;0,093
"exercê";1;0,025
"ento";0,036;1
"endossar";0;1
"eco";1;0,025
"dominar";1;0,002
"diversamente";1;0,329
"desfazer";1;0,329
"descontingenciamento";1;0,002
"cândido";1;0,002
"convencionalidade";1;0,015
"conquistar";1;0,002
"conder";1;0,968
"comício";1;0,002
"casado";1;0,034
"califórnia";1;0,003
"banca";1;0,009
"atletismo";0,919;1
"armamento";1;0,002
"anonimato";1;0,002
"alonso";1;0,345
"abreu";0,521;1
"abrasco";1;0,013
"abiec";0;1
"úmido";1;0,005
"xeque";1;0,002
"vasconcellos";0,01;1
"unitário";1;0,011
"unicidade";1;0,003
"ultimar";1;0,09
"toxicológico";1;0,002
"torná";1;0,002
"tj";0;1
"subnacional";1;0,009
"statement";1;0,004
"sobressair";1;0,029
"sites";1;0,035
"second";1;0,102
"roupa";1;0,002
"ronald";1;0,008
"resistir";1;0,011
"renegociação";1;0,002
"renan";1;0,279
"remanejar";1;0,002
"relacionamento";1;0,009
"reeleger";1;0,029
"redor";1;0,003
"reconsiderar";0;1
"recadastramento";1;0,004
"reavaliação";1;0,034
"raio";1;0,034
"quorum";0,008;1
"presidencialista";1;0,003
"piorar";1;0,009
"pimentel";1;0,276
