519;10;16
462;20;4
458;12;14
446;11;11
416;12;14
396;10;14
361;19;8
332;6;21
296;10;17
290;3;23
276;12;15
1943;0;25
044;9;18
idem;1;22
dezesseis;0;25
cima;1;18
961;5;19
941;19;7
902;16;10
901;14;12
870;3;23
844;7;17
804;18;8
747;21;5
734;6;18
695;12;13
654;8;17
637;6;19
629;13;12
611;6;16
610;17;8
549;22;3
469;15;11
441;9;11
439;15;11
412;10;12
358;8;17
345;8;16
304;12;13
179;8;15
085;13;11
048;6;20
954;13;12
937;14;11
568;7;17
495;10;10
4545;22;3
432;20;5
419;10;9
403;4;19
383;11;14
364;10;13
352;11;13
246;8;14
234;7;16
1787;0;25
dezenove;0;24
919;3;18
895;13;10
738;12;12
698;19;4
645;4;20
644;12;12
578;7;17
577;8;12
555;17;5
517;7;16
512;8;14
399;14;10
308;8;16
299;9;14
272;6;13
228;8;15
1889;0;18
040;4;20
037;11;12
910;13;7
876;17;5
875;7;16
812;4;19
788;19;3
783;7;11
735;7;15
729;13;10
692;19;4
681;2;21
584;11;9
475;6;16
420;6;16
407;10;12
401;14;6
372;5;16
348;6;15
318;5;16
298;4;19
084;8;13
072;5;18
049;10;11
045;5;13
039;9;11
025;8;9
994;11;11
958;12;7
794;13;7
787;10;7
712;14;8
693;12;8
667;9;13
663;10;10
647;12;8
603;11;11
597;17;5
595;7;15
559;8;13
434;13;9
398;9;13
248;4;17
1944;1;21
1599;8;14
098;11;10
031;15;3
malgrado;4;17
951;16;2
928;13;7
911;10;11
849;11;5
820;18;3
764;19;2
518;10;11
4781;6;15
477;5;13
465;7;13
377;6;15
32147;4;0
055;13;8
vigésimo;5;14
944;6;9
887;4;13
858;13;5
836;8;10
791;13;7
757;12;6
580;12;8
538;4;15
481;10;9
447;7;12
393;8;9
356;2;18
334;6;11
333;7;12
313;10;8
311;5;15
301;2;18
293;10;10
062;9;11
017;9;10
01169;2;18
007;8;11
968;7;11
963;11;5
931;5;14
863;7;5
852;15;4
843;15;1
824;12;7
782;7;9
744;8;10
741;4;15
671;12;7
596;8;6
547;8;9
54071;3;0
533;11;5
460;11;4
431;11;8
428;8;11
268;4;14
1933;0;18
140251;4;0
029;14;5
998;4;13
991;13;4
927;8;10
881;7;11
877;2;12
837;14;4
803;8;10
776;12;6
750;10;6
737;7;11
660;11;7
618;10;7
607;6;11
567;11;4
551;12;6
502;7;11
269;3;15
1079;1;17
083;16;2
043;11;4
034;12;5
012;9;6
011;11;5
976;9;8
926;8;6
916;2;15
907;7;10
896;11;6
892;12;4
865;4;13
860;9;7
845;4;13
809;1;16
786;6;10
777;11;6
716;13;3
682;9;8
668;12;5
665;3;11
659;12;4
636;11;6
606;9;6
454;5;11
346;5;12
325;9;8
1951;0;17
1914;3;12
094;4;11
063;8;6
030;6;4
nono;2;13
ista;12;4
ei;7;7
990;5;11
917;5;11
885;11;5
864;6;9
861;8;8
704;8;8
702;4;12
699;6;10
658;7;8
62880;3;0
511;6;10
497;4;12
470;11;4
4552;12;4
411;5;10
3864;3;0
355;6;10
338;6;10
329;7;9
1930;0;14
1057;9;7
087;12;4
082;8;8
064;10;2
059;9;5
024;11;2
018;2;13
008;5;8
989;3;12
959;11;0
929;4;11
913;8;7
866;5;8
823;10;4
819;10;2
798;2;12
763;10;3
655;8;6
633;1;7
574;6;9
569;11;3
561;5;8
466;4;11
4601;15;0
453;1;12
363;8;6
327;2;11
294;9;6
255;5;8
2116917;15;0
1959;1;14
1958;1;13
1955;0;12
1949;0;15
1945;1;13
1014;11;4
075;7;8
042;4;11
002;7;4
comigo;1;13
962;10;3
918;0;14
872;8;1
855;7;7
805;10;4
761;6;4
753;6;5
685;7;7
624;5;9
6121;9;5
598;9;2
507;6;7
4903;8;6
439314;3;0
417;2;11
409;8;6
391;1;12
306;6;7
281;4;10
262;5;9
1942;1;10
1916;0;14
1140;14;0
090;9;2
081;5;8
052;4;8
028;2;12
apud;0;12
948;8;5
942;7;6
936;9;3
915;7;5
908;5;7
799;6;5
790;3;10
780;6;6
773;4;9
733;12;1
730;1;12
680;2;10
626;6;7
6197;7;6
6181;6;7
6178;7;6
6165;7;6
589;6;6
510;4;8
4562;11;2
408;2;9
380;6;6
3200;7;6
315;3;10
2285;0;13
1953;1;11
1947;0;12
1931;0;12
088;10;1
073;2;9
047;12;1
catorze;0;12
975;6;5
933;3;9
796;5;7
7697;3;9
7688;6;6
752;8;4
719;4;8
710;7;5
6688;10;2
609;10;1
505;0;12
456;5;7
392;5;5
375;4;8
1956;1;11
1954;0;12
1898;0;4
1890;1;11
071;11;1
041;6;5
00013;1;11
980;5;6
973;5;6
957;1;10
932;7;3
899;1;10
897;2;9
839;6;5
834;7;4
810;7;3
808;8;2
785;9;2
770;10;1
769;3;8
768;1;10
765;8;3
728;8;3
7036900;0;11
7016;9;2
677;2;9
6714;9;2
6698;9;2
6347;9;2
6053;7;2
602;5;6
537;5;6
521;4;5
4294;11;0
414;5;6
2667;8;3
1925;0;11
065;5;4
057;3;8
054;4;6
051;7;4
triplo;0;10
_________;5;5
978;4;3
862;3;5
856;9;1
740;4;5
725;6;3
679;6;4
653;2;8
6351;9;0
631;5;5
608;7;3
582;8;2
476;6;4
38672;3;0
1952;0;10
1789;0;10
1788;0;10
1662;9;1
0807907;3;3
068;1;8
006;2;8
vosso;0;9
940;5;4
930;2;7
920;3;5
886;2;7
838;3;4
817;6;3
814;6;1
774;6;2
7695;3;6
736;0;9
7191;3;6
697;4;5
5874;6;3
5646;9;0
550;2;7
520;1;8
515;1;8
471;4;5
464;3;6
4148;1;8
4100;0;9
3400;5;4
2501;8;1
2463;6;3
2142;1;8
1939;0;6
1920;0;9
1830;0;9
140499;9;0
092;6;3
067;4;4
0601042;0;9
036;7;2
032;3;3
00945;0;7
000229;6;3
vos;1;4
connosco;1;7
977;2;6
974;2;6
955;6;2
914;2;6
852302;8;0
840;7;1
829;6;2
816;0;8
813;3;5
705;4;4
6019;2;6
4986;4;2
498;4;3
4544;8;0
4275;6;2
3549;1;7
3418;8;0
3110;4;4
22379;1;7
1938;0;7
1926;1;7
1888;0;8
1717;2;6
1013869;3;5
086;6;2
061;1;7
033;5;3
00001;8;0
952;1;6
945;1;6
924;1;6
909;4;3
90819;2;4
778;6;1
7029026;6;0
674;3;4
638307;5;2
6353;7;0
5895;6;1
532;2;5
4722;7;0
4609;7;0
459;1;6
4190;7;0
4169;7;0
4029;5;2
3853;7;0
3617;4;3
24725;7;0
2028;2;3
1936;0;7
1900;0;5
1850;0;7
1842;2;5
15205;3;4
1461;4;3
1155;4;3
1016;4;2
1007104;4;3
0802704;6;1
0600252;0;7
0024;0;4
0017;1;3
uf;3;3
trigésimo;0;6
993;2;4
9868;2;4
8666;2;4
821;1;5
726;0;6
676;2;4
657;1;5
6341;5;1
632;3;2
600306;3;3
599628;5;1
5537;6;0
5473;6;0
5320;6;0
522;3;1
4874;6;0
4555;1;5
4400;6;0
4230;6;0
3908;4;2
3901;0;6
34483;6;0
2435;6;0
1928;2;3
1849;4;2
1846;0;4
1831;0;6
1820;0;6
1746;1;5
16602;5;1
163231;6;0
1603;0;6
1399;6;0
1213;2;4
1212;2;4
1103;0;6
1013;0;6
1006642;0;6
1002268;0;6
077;1;5
0706877;6;0
0601616;3;3
058;2;4
050;2;3
025315;1;5
02000;0;6
01839;2;4
00203;6;0
0016;1;5
eminência;0;5
997;2;3
9394;4;1
9164;0;5
904;0;4
894;2;3
867;1;4
818;1;4
767;4;0
7000;0;4
6718;5;0
6711;5;0
6685;4;1
6683;5;0
6445;2;3
6343;4;1
604;3;2
5617;0;5
5367;5;0
531;0;5
4696;2;3
4074;0;5
3540;3;2
2728;3;2
2630;5;0
2418;5;0
23216;2;3
2300492;5;0
202033;0;5
1927;0;4
1924;0;5
1923;0;4
1918;0;5
1917;0;3
1841;3;2
1775;0;4
1642;4;1
1558;0;3
1528;4;1
145018;0;5
1426;5;0
1254;3;2
1172;3;2
1134;1;4
1101937;5;0
1087;3;2
1010;5;0
097;5;0
0803563;3;2
0803559;3;2
0803451;5;0
08012;0;4
02155;4;1
0117;3;2
00815;4;1
0029307;0;5
00223;5;0
0020;1;3
00191;4;1
0005;1;2
00042;0;5
00034853;0;5
00028;4;1
0002;3;1
00004;4;1
z;1;3
seteiro;0;4
centésimo;0;4
aonde;0;4
9996;0;4
970;2;2
956;3;0
9500504537;0;4
943;2;2
880;2;1
8400;0;4
6707;0;4
6288;1;3
627189;3;1
59750;3;0
5676;4;0
5547;4;0
5543;4;0
5291;4;0
5102;0;4
4815;4;0
4717;3;1
4451;2;2
4426;3;1
4411;4;0
4056;4;0
4048;4;0
3983;0;4
3965;4;0
3874;2;2
3600;1;3
3569;4;0
352016;0;4
2908;4;0
2566;3;1
25000;0;4
2381;3;1
2238;2;2
220906;4;0
2049;0;4
20211;0;4
19992;4;0
1929;0;4
1922;2;2
1921;0;4
1902;0;4
190001;0;4
1880;0;4
1821;1;3
1819;0;4
18101;2;2
1791;0;4
1605;0;4
1307;0;4
1287;1;3
1285;0;3
1263;0;4
1262;0;4
1220;0;4
1219;0;4
1151;4;0
1111425;4;0
1066;3;1
1053624;0;4
1052;3;1
1050;2;2
1044;1;3
0741503;4;0
0719729;4;0
060104498;4;0
0564;3;1
050616;0;4
0245591;2;2
02143;4;0
02037;4;0
00737;4;0
002783;0;4
00275;4;0
0018;1;2
0011110;4;0
0011;2;2
00055;4;0
00038;4;0
000303;2;2
0003;1;2
00020;4;0
bus;0;3
______;1;2
9760;0;3
9567716;0;3
953;2;1
921;1;2
92019;3;0
8987;0;3
89515;3;0
8820910;0;3
855091;0;3
827;2;1
7350;3;0
7102;0;3
6999;3;0
6898;2;1
6751;0;3
6710;1;2
6709;1;2
6708;2;1
6684;1;2
6621;2;1
6565;0;3
6529;1;2
64216;1;2
6134;0;3
5919;3;0
5619;2;1
5592;3;0
5577;0;3
55379;0;3
5462;2;1
5287;3;0
511961;2;1
5106;0;3
50408;1;2
4878;0;3
47641;0;3
4578;3;0
4171;3;0
414426;1;2
4066;2;1
3792;3;0
3756;3;0
3699;3;0
3649;3;0
3632;3;0
3609;3;0
3606;1;2
3512;3;0
3306;3;0
32220;3;0
3136;2;1
3112;1;2
3065063;0;3
2995;3;0
29194;0;3
2848;0;3
2847;1;2
2629;2;1
25499;3;0
2321;2;1
2303055;3;0
2188592;3;0
20441;0;3
2032;0;3
20201;0;3
1909;0;3
1899;0;3
1881;0;3
1870;0;3
1864;0;3
1832;0;3
1695;0;3
1657;3;0
16272601;0;3
1579;0;3
154248;2;1
1540;3;0
1523;3;0
1454;1;2
14247;1;2
1422;1;2
1419;0;3
1388;0;3
1369;3;0
1365;2;1
1309;3;0
1300;0;3
1254009520045030027;2;1
1193;3;0
1163;1;2
1115;1;2
1084;3;0
1063;2;1
1029408;2;1
1016202;0;3
1007;2;1
1002;3;0
08620;0;3
0815697;1;2
08117388;1;2
076;2;1
0600306;2;1
01380;3;0
0126;2;1
0104931;3;0
0100352;3;0
0100;2;1
0095;1;2
008372;1;2
0054;3;0
00192;1;2
0019;1;2
00091;3;0
0007;1;2
0006;1;2
0004;2;1
00026;2;1
